index,overall,Date,Year,reviewText,title,brand,Cleaned Reviews,Vader Sentiment,Vader Analysis,Happy,Angry,Surprise,Sad,Fear,emotion
31202,5.0,2010-10-16,2010,Have not been able to find these razor in store for several years and BINGO Amazon had them One happy husband!!!,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Have not been able to find these razor in store for several years and BINGO Amazon had them One happy husband ,0.7412,Positive,0.5,0.0,0.5,0.0,0.0,Happy
31203,5.0,2010-08-30,2010,"As the title states ""Fantastic product but hard to find locally"". I had looked ""Hi and Low"" but could not find Double Edge Razor Blades. I guess because they are for ""old school non disposable shavers"". I still think they are best for shaving. You can not beat the price from this seller. The only problem I had was not the product but waiting almost two weeks to have them delivered from the initial purchase.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,As the title states Fantastic product but hard to find locally I had looked Hi and Low but could not find Double Edge Razor Blades I guess because they are for old school non disposable shavers I still think they are best for shaving You can not beat the price from this seller The only problem I had was not the product but waiting almost two weeks to have them delivered from the initial purchase ,0.3182,Neutral,0.09,0.09,0.27,0.27,0.27,Surprise
31204,4.0,2010-08-30,2010,"I use these and they are just fine.  Not too sharp, not dull.  Just fine.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I use these and they are just fine Not too sharp not dull Just fine ,0.5938,Positive,0.5,0.25,0.0,0.25,0.0,Happy
31205,2.0,2010-07-18,2010,"I inserted some Wilkinson Swords in to my usual sampler pack rotation. One blade in each of my five most used razors for five days. Each of the five razors produced the same results with my usual technique: Razor burn, butchered face, and general redness and irritation. I removed the blades from my rotation as soon as the five day trial was up. I will not be using these again. As is with all shave products, though, your experience may vary. I have very sensitive, dry skin. Astras and Derby's work best for me. This probably isn't a bad product, just not the right one for me.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I inserted some Wilkinson Swords in to my usual sampler pack rotation One blade in each of my five most used razors for five days Each of the five razors produced the same results with my usual technique Razor burn butchered face and general redness and irritation I removed the blades from my rotation as soon as the five day trial was up I will not be using these again As is with all shave products though your experience may vary I have very sensitive dry skin Astras and Derby s work best for me This probably isn t a bad product just not the right one for me ,0.5789,Positive,0.33,0.0,0.0,0.17,0.5,Fear
31206,5.0,2010-04-21,2010,"Time to ""Man Up""! If you have not switched over to a double edge blade, this is the time. These are the best, right out of the box and right out of the past. (remember the old Wilkinson Bonded commercials?) Well... this is worth the hype and it is not just nostaglia! Been using these for a almost a month, the same blade! (with a vintage 1960's Gillette Fat Boy)and the shave could not be any smoother or closer! You do have to try these to believe them. There needs to be a movement in this country for men to get back to basics. Stop letting ""ad men"" dictate to what you really need. Slap on one of these bad boys and let your ""fingers do the walking!""",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Time to Man Up If you have not switched over to a double edge blade this is the time These are the best right out of the box and right out of the past remember the old Wilkinson Bonded commercials Well this is worth the hype and it is not just nostaglia Been using these for a almost a month the same blade with a vintage s Gillette Fat Boy and the shave could not be any smoother or closer You do have to try these to believe them There needs to be a movement in this country for men to get back to basics Stop letting ad men dictate to what you really need Slap on one of these bad boys and let your fingers do the walking ,0.534,Positive,0.0,0.0,0.0,0.6,0.4,Sad
31207,5.0,2009-09-04,2009,"If you want ""the best a man can get"" then this is it. These blades are great! They are manufactured in Germany and are very well-made. With Wilkinson I use a Merkur Classic ""Barber Pole"" long safety razor which I got here from Amazon. I brush on a little sandalwood shave cream and a few smooth moves later I'm soft as a baby's... well, you know. It's nice to engage in one of those forgotten rituals that remind a man why it's great to be a man. Proper shaving has become a lost art for most men, but it doesn't have to be for you. Today's average man hasn't a clue about the fine art of the traditional wet shave that our grandfathers used to take part in because we've been conditioned to accept the cheap and disposable multi-blades that companies market today - because it makes them rich, not because it's a better product. Those blades are far too expensive and dull too quickly. Plus, they get clogged and these fine Wilkinson blades don't. If you want a smoother shave, if you want to save money, if you want to reduce your environmental impact, and if you want to engage in a ritual that great men like your grandfather, John F. Kennedy, and Teddy Roosevelt took part in, then buy these blades. You won't regret it.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,If you want the best a man can get then this is it These blades are great They are manufactured in Germany and are very well made With Wilkinson I use a Merkur Classic Barber Pole long safety razor which I got here from Amazon I brush on a little sandalwood shave cream and a few smooth moves later I m soft as a baby s well you know It s nice to engage in one of those forgotten rituals that remind a man why it s great to be a man Proper shaving has become a lost art for most men but it doesn t have to be for you Today s average man hasn t a clue about the fine art of the traditional wet shave that our grandfathers used to take part in because we ve been conditioned to accept the cheap and disposable multi blades that companies market today because it makes them rich not because it s a better product Those blades are far too expensive and dull too quickly Plus they get clogged and these fine Wilkinson blades don t If you want a smoother shave if you want to save money if you want to reduce your environmental impact and if you want to engage in a ritual that great men like your grandfather John F Kennedy and Teddy Roosevelt took part in then buy these blades You won t regret it ,0.9903,Positive,0.29,0.08,0.12,0.21,0.29,Happy
31208,5.0,2009-08-24,2009,"Give me that old time double edge razor and blade combination,it's good enough for me. The weight of the double edge razors and the sharpness of the Wilkinson blades add up to a clean close shave.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Give me that old time double edge razor and blade combination it s good enough for me The weight of the double edge razors and the sharpness of the Wilkinson blades add up to a clean close shave ,0.6808,Positive,0.12,0.12,0.0,0.5,0.25,Sad
31209,4.0,2009-08-16,2009,"These blades are sharp, shave very well and last a long time (slightly over a week).
They are definitely a cut above Merkur and store brand blades..",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,These blades are sharp shave very well and last a long time slightly over a week They are definitely a cut above Merkur and store brand blades ,0.4576,Neutral,0.0,0.25,0.0,0.25,0.5,Fear
31210,3.0,2009-02-11,2009,Still an good product but not of the same caliber as it was many years ago. The super-sharpness of the blades has deteriorated from what it was when originally manufactured in England.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Still an good product but not of the same caliber as it was many years ago The super sharpness of the blades has deteriorated from what it was when originally manufactured in England ,0.2382,Neutral,0.0,1.0,0.0,0.0,0.0,Angry
31211,5.0,2009-01-05,2009,"These are the best! I shaved my legs with them with my father's brass razor (and kept our blades separate!)when I was young. Over 70 now, I don't have leg or underarm hair, so I use the razor and Wilkinson's Sword for shaving the back of my neck. If reader wants a double edge blade, choose Wilkinson's!",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,These are the best I shaved my legs with them with my father s brass razor and kept our blades separate when I was young Over now I don t have leg or underarm hair so I use the razor and Wilkinson s Sword for shaving the back of my neck If reader wants a double edge blade choose Wilkinson s ,0.7249,Positive,0.0,0.0,0.25,0.25,0.5,Fear
31212,5.0,2008-10-27,2008,"Marvelous steel, fine edge. No observed corrosion. What more is there?<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Schick-Wilkinson-Sword-Classic-Double-Edge-Razors-20-Blades-Made-in-Germany/dp/B000ZAVNNS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Schick Wilkinson Sword Classic Double Edge Razors - 20 Blades-Made in Germany</a>",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Marvelous steel fine edge No observed corrosion What more is there a data hook product link linked class a link normal href Schick Wilkinson Sword Classic Double Edge Razors Blades Made in Germany dp B ZAVNNS ref cm cr arp d rvw txt ie UTF Schick Wilkinson Sword Classic Double Edge Razors Blades Made in Germany a ,0.594,Positive,0.12,0.0,0.25,0.62,0.0,Sad
31213,5.0,2008-10-13,2008,This product was difficult to find in an actual retail store anymore. Hubby found it on Amazon. Price was reasonable for the quantity received.(Although how many men need 200 razor blades?)We don't pick up our mail often- bc of our proximity to the USA PO box that we use- however in dealing with Amazon in the past shipping speed hasn't been an issue.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,This product was difficult to find in an actual retail store anymore Hubby found it on Amazon Price was reasonable for the quantity received Although how many men need razor blades We don t pick up our mail often bc of our proximity to the USA PO box that we use however in dealing with Amazon in the past shipping speed hasn t been an issue ,-0.6633,Negative,0.0,0.0,0.5,0.5,0.0,Surprise
31214,5.0,2008-06-09,2008,"I used to shave with the Gillette twin blade razor. That is, until they came out with the triple blade 'system' - when I switched over to that. After a while they came out with the Quattro and I said, ""What the heck, lets keep up with the times"". Finally, when Gillette introduced the Schtick (or some such monstrosity) a bulb went on in my head. It seems to me that they want to innovate for the sake of innovation.

That's when I decided to try out the old tried and tested solution and know what? I am never going back. It used to take me atleast 4-5 rinses every time I shave using a multiple blade 'system'. That's because the blades are so close together that hair gets trapped between the blades. They promise you a closer shave and all that, but I haven't seen any difference.

My double edged razor - the same one that my dad and probably his dad used to shave with - gives me a very close shave and I only rinse once and even then I just hold it under water and all the hair is gone. With the Gillettes I used to have to rub it with my fingers to get all the hair off!

Not the least is the feeling of manliness you get when you shave with a double edged razor. Yes, it's not a straight edge, but this is why I like it. It is innovation where they've made a good product (straight edge) better and safer!

I use a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Merkur-Long-Handled-Safety-Razor/dp/B000NL0T1G/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Merkur Long Handled Safety Razor</a>&nbsp;with these blades. Best decision I've made in a long time.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I used to shave with the Gillette twin blade razor That is until they came out with the triple blade system when I switched over to that After a while they came out with the Quattro and I said What the heck lets keep up with the times Finally when Gillette introduced the Schtick or some such monstrosity a bulb went on in my head It seems to me that they want to innovate for the sake of innovation That s when I decided to try out the old tried and tested solution and know what I am never going back It used to take me atleast rinses every time I shave using a multiple blade system That s because the blades are so close together that hair gets trapped between the blades They promise you a closer shave and all that but I haven t seen any difference My double edged razor the same one that my dad and probably his dad used to shave with gives me a very close shave and I only rinse once and even then I just hold it under water and all the hair is gone With the Gillettes I used to have to rub it with my fingers to get all the hair off Not the least is the feeling of manliness you get when you shave with a double edged razor Yes it s not a straight edge but this is why I like it It is innovation where they ve made a good product straight edge better and safer I use a nbsp a data hook product link linked class a link normal href Merkur Long Handled Safety Razor dp B NL T G ref cm cr arp d rvw txt ie UTF Merkur Long Handled Safety Razor a nbsp with these blades Best decision I ve made in a long time ,0.989,Positive,0.06,0.03,0.16,0.32,0.42,Fear
31215,5.0,2008-03-24,2008,"Being a nostalgic kind of fellow I use an old safety razor for my shaving. Wilkinson Sword razors are the best razors I've ever used. It's true that they stay sharper longer, and I don't have to worry about them 'grabbing' my facial hair while I'm shaving.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Being a nostalgic kind of fellow I use an old safety razor for my shaving Wilkinson Sword razors are the best razors I ve ever used It s true that they stay sharper longer and I don t have to worry about them grabbing my facial hair while I m shaving ,0.9043,Positive,0.17,0.17,0.17,0.33,0.17,Sad
31217,5.0,2018-05-02,2018,"Of 3 brands Ive used, these are the sharpest and longest lasting. Ive used Sharks, and the ones that come in the orange and black box that you find at Walmart and Target.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Of brands Ive used these are the sharpest and longest lasting Ive used Sharks and the ones that come in the orange and black box that you find at Walmart and Target ,0.0,Neutral,0.0,0.0,0.0,0.5,0.5,Sad
31220,5.0,2018-02-27,2018,Nice quality blades. My current fave.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Nice quality blades My current fave ,0.6908,Positive,1.0,0.0,0.0,0.0,0.0,Happy
31222,4.0,2018-02-06,2018,"Ive shaved twice with my first blade and am satisfied. I will admit it doesnt give as close a shave as the sample blade that came with the Murker 33 razor, but thats ok. Both shaves with the blade were comfortable with no irritation.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Ive shaved twice with my first blade and am satisfied I will admit it doesnt give as close a shave as the sample blade that came with the Murker razor but thats ok Both shaves with the blade were comfortable with no irritation ,0.3182,Neutral,0.5,0.0,0.0,0.25,0.25,Happy
31223,4.0,2018-01-29,2018,They don't last a very long time but they are super cheap.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,They don t last a very long time but they are super cheap ,0.7469,Positive,0.0,0.0,0.0,0.0,1.0,Fear
31226,5.0,2011-06-08,2011,"I have used eb5 for many years.  I am 55 years old and I have NO wrinkles, compared to my peers. People often guess that I am 10 or more years younger than I am. The supply lasts for quite a long time, as you use only a small amount daily.  This is one of those items that, once you use it, you will be hooked with the results.",eb5 Face Formula for Men (4 Ounces),eb5,I have used eb for many years I am years old and I have NO wrinkles compared to my peers People often guess that I am or more years younger than I am The supply lasts for quite a long time as you use only a small amount daily This is one of those items that once you use it you will be hooked with the results ,-0.4466,Neutral,0.0,0.0,0.5,0.0,0.5,Surprise
31227,5.0,2011-05-20,2011,Truly the best face cream formulated for use by men. I  Have been  using EB5 for many years with great results. Used every day twice a day is the secret. A liitle bit goes a long way. Highly recommended.,eb5 Face Formula for Men (4 Ounces),eb5,Truly the best face cream formulated for use by men I Have been using EB for many years with great results Used every day twice a day is the secret A liitle bit goes a long way Highly recommended ,0.923,Positive,0.6,0.0,0.2,0.0,0.2,Happy
31228,4.0,2010-11-27,2010,my wife says I look better when using it. There is not much out there for men. this one works for me.,eb5 Face Formula for Men (4 Ounces),eb5,my wife says I look better when using it There is not much out there for men this one works for me ,0.4404,Neutral,0.0,0.0,0.0,0.0,1.0,Fear
31229,5.0,2010-09-07,2010,"Best cream I have ever used on my old face--doesn't sting or burn, and seems to help (look worse without it!).",eb5 Face Formula for Men (4 Ounces),eb5,Best cream I have ever used on my old face doesn t sting or burn and seems to help look worse without it ,0.6239,Positive,0.0,0.0,0.0,1.0,0.0,Sad
31230,5.0,2014-10-17,2014,Been using this for years and a little goes a long way. I like the way it goes on and it really feels great after a shave. Can't say wrinkles went away but definatly keeps new ones away.,eb5 Face Formula for Men (4 Ounces),eb5,Been using this for years and a little goes a long way I like the way it goes on and it really feels great after a shave Can t say wrinkles went away but definatly keeps new ones away ,0.5329,Positive,0.25,0.5,0.0,0.0,0.25,Angry
31232,5.0,2014-08-23,2014,SHOULD BE A 6TH STAR FOR  THIS  EB - 5,eb5 Face Formula for Men (4 Ounces),eb5,SHOULD BE A TH STAR FOR THIS EB ,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
31233,2.0,2014-07-31,2014,Hello,eb5 Face Formula for Men (4 Ounces),eb5,Hello,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
31234,5.0,2014-07-17,2014,Product met expectations as usual.,eb5 Face Formula for Men (4 Ounces),eb5,Product met expectations as usual ,0.0,Neutral,0.0,0.0,0.0,0.0,1.0,Fear
31235,5.0,2014-07-07,2014,very good cream for men,eb5 Face Formula for Men (4 Ounces),eb5,very good cream for men,0.4927,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
31236,5.0,2014-02-08,2014,Pleasant but not too strong smell.  Works well and doesn't leave greasy. Does not take much so lasts a long time.,eb5 Face Formula for Men (4 Ounces),eb5,Pleasant but not too strong smell Works well and doesn t leave greasy Does not take much so lasts a long time ,0.1202,Neutral,0.4,0.0,0.0,0.0,0.6,Fear
31237,4.0,2014-01-11,2014,This formula is thick and one needs a little dab for your whole face. It has not caused break outs! Should last a long time.,eb5 Face Formula for Men (4 Ounces),eb5,This formula is thick and one needs a little dab for your whole face It has not caused break outs Should last a long time ,0.0,Neutral,0.0,0.33,0.33,0.0,0.33,Angry
31238,5.0,2013-12-30,2013,No more dry looking facial skin from too harsh of cleansers or common soaps. It moisturizes but is not greasy.,eb5 Face Formula for Men (4 Ounces),eb5,No more dry looking facial skin from too harsh of cleansers or common soaps It moisturizes but is not greasy ,-0.3716,Neutral,0.0,0.0,0.0,0.5,0.5,Sad
31239,5.0,2013-11-27,2013,"It is very hard to find a good face cream or lotion for men. Females have tons of stuff but i like how this one is clearly for men. Over the years i have tried many different ones and they all had some issues. Some would be too greesy and some are too dry. I have offically found the perfect cream and im sticking to it. It is worth every penny. Don't be surprised by the size, it lasts a LONG time. A little cream can cover your whole face. This imporved my skin a lot, my girlfriend says it gave my skin a glow over the years and i would like to think i look younger. This does not leave my skin geesy or dry, its perfect. This cream lasts me almost a year with regular use. Its very pricy at macy's but im glad amazon has it.",eb5 Face Formula for Men (4 Ounces),eb5,It is very hard to find a good face cream or lotion for men Females have tons of stuff but i like how this one is clearly for men Over the years i have tried many different ones and they all had some issues Some would be too greesy and some are too dry I have offically found the perfect cream and im sticking to it It is worth every penny Don t be surprised by the size it lasts a LONG time A little cream can cover your whole face This imporved my skin a lot my girlfriend says it gave my skin a glow over the years and i would like to think i look younger This does not leave my skin geesy or dry its perfect This cream lasts me almost a year with regular use Its very pricy at macy s but im glad amazon has it ,0.9824,Positive,0.08,0.23,0.08,0.23,0.38,Fear
31240,5.0,2013-11-16,2013,"Have been using this for over a year and while I can't claim to have reduced any wrinkles etc., maybe it has slowed them from inviting a bunch of their friends.  I use it every day after shaving and it works awesome as an after shave cream.  Keeps my face from drying out, isn't greasy at all and has no scent to speak of.  A little goes a long way and I can get about 4 months out of one tube.  I signed up for the regular shipments here on Amazon as I don't see myself ever being without it.",eb5 Face Formula for Men (4 Ounces),eb5,Have been using this for over a year and while I can t claim to have reduced any wrinkles etc maybe it has slowed them from inviting a bunch of their friends I use it every day after shaving and it works awesome as an after shave cream Keeps my face from drying out isn t greasy at all and has no scent to speak of A little goes a long way and I can get about months out of one tube I signed up for the regular shipments here on Amazon as I don t see myself ever being without it ,0.8402,Positive,0.2,0.0,0.2,0.0,0.6,Fear
31241,5.0,2013-11-05,2013,"I have been very impressed with this lotion.  My skin is incredible sensitive and I break-out very easily.  I also can't stand to have the oily/greasy feeling on my face.  This lotion does not leave an oily residue and hydrates all day.  Leaves my skin feeling very soft and natural looking.  It was much more pricey than I'd typically spend, but it's worth it.",eb5 Face Formula for Men (4 Ounces),eb5,I have been very impressed with this lotion My skin is incredible sensitive and I break out very easily I also can t stand to have the oily greasy feeling on my face This lotion does not leave an oily residue and hydrates all day Leaves my skin feeling very soft and natural looking It was much more pricey than I d typically spend but it s worth it ,0.7813,Positive,0.25,0.0,0.25,0.0,0.5,Fear
31242,5.0,2013-11-01,2013,I have been using eb5 for years and it great for my skin.  It help me keep my face smooth and healthy.  Highly recommended...,eb5 Face Formula for Men (4 Ounces),eb5,I have been using eb for years and it great for my skin It help me keep my face smooth and healthy Highly recommended ,0.8591,Positive,1.0,0.0,0.0,0.0,0.0,Happy
31243,3.0,2013-10-30,2013,"I feel the first application normal, but in the third week you feel changes normal, I change for a one better",eb5 Face Formula for Men (4 Ounces),eb5,I feel the first application normal but in the third week you feel changes normal I change for a one better,0.5927,Positive,0.0,0.0,0.0,0.0,0.0,Happy
31244,5.0,2013-10-02,2013,This is a GREAT Product!!!  I have been using eb5 Face Formula for Men for several years and highly recommend it for any man.  It really makes a difference when used Daily on your face.  You will see the difference in a very short time.,eb5 Face Formula for Men (4 Ounces),eb5,This is a GREAT Product I have been using eb Face Formula for Men for several years and highly recommend it for any man It really makes a difference when used Daily on your face You will see the difference in a very short time ,0.8591,Positive,0.33,0.33,0.0,0.33,0.0,Happy
31245,5.0,2013-07-25,2013,Excellent product.  Easy to apply--men will love it and look good wearing it.  Buy it now or else you'll be sorry.,eb5 Face Formula for Men (4 Ounces),eb5,Excellent product Easy to apply men will love it and look good wearing it Buy it now or else you ll be sorry ,0.9246,Positive,0.67,0.0,0.0,0.33,0.0,Happy
31246,5.0,2013-06-28,2013,"I have tried several products such as kielh's or biotherm but this one works best. It smooths skin and make the skin looks really healthy! Just as someone else said it could tell when I stopped using it! If you are wondering around, give it a try, it won't let you down",eb5 Face Formula for Men (4 Ounces),eb5,I have tried several products such as kielh s or biotherm but this one works best It smooths skin and make the skin looks really healthy Just as someone else said it could tell when I stopped using it If you are wondering around give it a try it won t let you down,0.8757,Positive,0.0,0.0,0.25,0.25,0.5,Fear
31247,5.0,2013-06-01,2013,"I have used eb5 Face Formula for Men for over 5 years, after my Mother bought me a tube - she had been using the Women's version for years with great success.  I think the Men's version works, and optimizes my complexion.  People say I look more than 10 years younger than my mid-50's true age.",eb5 Face Formula for Men (4 Ounces),eb5,I have used eb Face Formula for Men for over years after my Mother bought me a tube she had been using the Women s version for years with great success I think the Men s version works and optimizes my complexion People say I look more than years younger than my mid s true age ,0.9246,Positive,0.17,0.17,0.0,0.17,0.5,Fear
31248,4.0,2013-04-17,2013,Literally less than a dime size will treat your entire face. Do not use more or it feels greasy. Rub it in your skin well and you will be pleased with this product,eb5 Face Formula for Men (4 Ounces),eb5,Literally less than a dime size will treat your entire face Do not use more or it feels greasy Rub it in your skin well and you will be pleased with this product,0.7717,Positive,0.0,0.25,0.25,0.25,0.25,Angry
31249,5.0,2013-04-02,2013,I have been using this product for more than 20 years and my wife says that my skin looks very smooth.  I can no longer find it in the local stores so I am pleased that I can get it from Amazon.  I will continue to use it as long as I can and I recommend it to other men..,eb5 Face Formula for Men (4 Ounces),eb5,I have been using this product for more than years and my wife says that my skin looks very smooth I can no longer find it in the local stores so I am pleased that I can get it from Amazon I will continue to use it as long as I can and I recommend it to other men ,0.6013,Positive,0.0,0.0,0.0,0.5,0.5,Sad
31250,4.0,2013-03-19,2013,"This product seems to last forever. I purchased this awhile back and I still have about 1/2 left. The cream is also really thick and takes some time to smooth over the face. I'm currently 30 years old but always looked young for my age. I'm hoping this product will continue on maintaining my youth and will follow up with an updated review once I finish the product.

Update: April 21, 2014

Wow it has been over an year since my last review. I just finished this product a few weeks ago. This product really does last a long time. I can't really say it improved or reduced my wrinkles. However what I can say is for someone with oily skin, this moisturizer did not leave a shine or make my skin oily. Overall, this product still gets 4 stars!",eb5 Face Formula for Men (4 Ounces),eb5,This product seems to last forever I purchased this awhile back and I still have about left The cream is also really thick and takes some time to smooth over the face I m currently years old but always looked young for my age I m hoping this product will continue on maintaining my youth and will follow up with an updated review once I finish the product Update April Wow it has been over an year since my last review I just finished this product a few weeks ago This product really does last a long time I can t really say it improved or reduced my wrinkles However what I can say is for someone with oily skin this moisturizer did not leave a shine or make my skin oily Overall this product still gets stars ,0.9429,Positive,0.0,0.17,0.33,0.17,0.33,Surprise
31251,5.0,2013-03-15,2013,"Nice moisturizing cream. Does not leave a shine, or greasy residue, and absorbs quickly. No issues with any breakouts or any irritation. Does exactly what its intended to do, at a reasonable price.",eb5 Face Formula for Men (4 Ounces),eb5,Nice moisturizing cream Does not leave a shine or greasy residue and absorbs quickly No issues with any breakouts or any irritation Does exactly what its intended to do at a reasonable price ,-0.372,Neutral,0.25,0.0,0.25,0.25,0.25,Happy
31252,5.0,2013-03-06,2013,"This cream is great as an after shave soother and as a moisturizer for dry skin, especially during the winter. I used to use two different creams, but now have to use only one, saving time and money. I would recommend this to all men, regardless of age. My wife uses the women's formula and recommended the men's to me. She was right again!",eb5 Face Formula for Men (4 Ounces),eb5,This cream is great as an after shave soother and as a moisturizer for dry skin especially during the winter I used to use two different creams but now have to use only one saving time and money I would recommend this to all men regardless of age My wife uses the women s formula and recommended the men s to me She was right again ,0.807,Positive,0.5,0.5,0.0,0.0,0.0,Happy
31253,4.0,2013-02-07,2013,"I bought a few face moisturisers from several brands, none is bad but only this one I'm going to purchase again. Very high quality, dense and I truely see the difference.
It's noticeable they make it for more than 25 years, since it's old-fashioned. As I said, very dense unliked any other face cream today. I think it's just full of moisture without too much chemical crap.

UPDATE: I had to stop using since it caused me a small red rash near the lip. I'm sure it has something to do with the product since once it appeared I stoped using and within 3 days the rash was gone (I used it only once a day prior sleep). After two weeks I started using the product again and bamm, I applied and in the morning after the rash came back. I'd even say it seemed like a small fungus (which made me anxious a bit), but disappeared once I stopped using.
I must say, don't judge the product just according that. I really liked it and it's a good value, try it - if your skin doesn't react like mine I'd go for it. BTW I don't have a sensitive skin.",eb5 Face Formula for Men (4 Ounces),eb5,I bought a few face moisturisers from several brands none is bad but only this one I m going to purchase again Very high quality dense and I truely see the difference It s noticeable they make it for more than years since it s old fashioned As I said very dense unliked any other face cream today I think it s just full of moisture without too much chemical crap UPDATE I had to stop using since it caused me a small red rash near the lip I m sure it has something to do with the product since once it appeared I stoped using and within days the rash was gone I used it only once a day prior sleep After two weeks I started using the product again and bamm I applied and in the morning after the rash came back I d even say it seemed like a small fungus which made me anxious a bit but disappeared once I stopped using I must say don t judge the product just according that I really liked it and it s a good value try it if your skin doesn t react like mine I d go for it BTW I don t have a sensitive skin ,-0.1495,Neutral,0.12,0.12,0.12,0.24,0.41,Fear
31254,2.0,2013-01-26,2013,This is a good moisturizer but there are many good moisturizers out there for much less money.  One and done.,eb5 Face Formula for Men (4 Ounces),eb5,This is a good moisturizer but there are many good moisturizers out there for much less money One and done ,0.7003,Positive,0.0,0.0,0.0,0.0,0.0,Happy
31255,5.0,2013-01-14,2013,"I've been using this for many years cuz
my wife got it for me as a X-mas gift, and
I love it.. Man believe me, ""Wives Know Best""
But shop around.",eb5 Face Formula for Men (4 Ounces),eb5,I ve been using this for many years cuz my wife got it for me as a X mas gift and I love it Man believe me Wives Know Best But shop around ,0.7311,Positive,1.0,0.0,0.0,0.0,0.0,Happy
31256,5.0,2013-01-08,2013,"I have used this for several years, every day and it makes a big difference in aging skin.  Highly recommended.",eb5 Face Formula for Men (4 Ounces),eb5,I have used this for several years every day and it makes a big difference in aging skin Highly recommended ,0.2716,Neutral,0.33,0.33,0.0,0.33,0.0,Happy
31257,3.0,2013-01-06,2013,Have been using a different cream and thought I would give this a chance because of price per ounce.  Seems a little heavy and not as rich as I had hoped.  Will go back to my other cream.,eb5 Face Formula for Men (4 Ounces),eb5,Have been using a different cream and thought I would give this a chance because of price per ounce Seems a little heavy and not as rich as I had hoped Will go back to my other cream ,0.2325,Neutral,0.0,0.0,0.0,0.25,0.75,Fear
31258,5.0,2012-12-10,2012,"This stuff really works!  I look 10 years younger than most men my age and the woman.....well, I am a lucky guy!",eb5 Face Formula for Men (4 Ounces),eb5,This stuff really works I look years younger than most men my age and the woman well I am a lucky guy ,0.5242,Positive,0.25,0.5,0.0,0.0,0.25,Angry
31259,4.0,2012-12-08,2012,"This product is on the expensive side, but seems to work well.  It's not greasy and goes on smoothly. I don't know if it makes your skin ""younger"", but it definitely moisturizes well.",eb5 Face Formula for Men (4 Ounces),eb5,This product is on the expensive side but seems to work well It s not greasy and goes on smoothly I don t know if it makes your skin younger but it definitely moisturizes well ,0.8338,Positive,0.0,0.0,0.0,0.33,0.67,Fear
31260,5.0,2012-10-08,2012,"I have been using this product for about 5 years now, after a friend told me I was getting crows feet.  I am 43 years old now and get mistaken for a 30 something quite often.  I feel that this is partially due to this product.  The 4.5 ounce tube will last longer than you think because it doesn't take much to apply to your whole face.  It usually lasts a few months.",eb5 Face Formula for Men (4 Ounces),eb5,I have been using this product for about years now after a friend told me I was getting crows feet I am years old now and get mistaken for a something quite often I feel that this is partially due to this product The ounce tube will last longer than you think because it doesn t take much to apply to your whole face It usually lasts a few months ,0.1779,Neutral,0.33,0.0,0.0,0.33,0.33,Happy
31261,5.0,2012-09-22,2012,My husbands father and sister both developed bags under their eyes.......... fathers were removed by a DR. When my husband started getting them he started using this product and they have gone away!!,eb5 Face Formula for Men (4 Ounces),eb5,My husbands father and sister both developed bags under their eyes fathers were removed by a DR When my husband started getting them he started using this product and they have gone away ,0.0,Neutral,0.0,0.5,0.0,0.0,0.5,Angry
31262,5.0,2012-04-17,2012,"I have used this product for over 20 years.  I have tried other products yet,  I think it is the best mouisturizer for Men that is available. I hope you like it too.",eb5 Face Formula for Men (4 Ounces),eb5,I have used this product for over years I have tried other products yet I think it is the best mouisturizer for Men that is available I hope you like it too ,0.8625,Positive,0.0,0.0,0.0,0.0,1.0,Fear
